Fruit_ID,Fruit_Type,Size_cm,Weight_g,Color_Intensity,Ripeness_Level,Firmness,Sweetness,Defect_Count,Bruise_Score,Spot_Score,Defect_Score,Size_to_Weight_Ratio,Grade
FR07301,Peach,5.69,153.89,0.72,0.66,0.68,0.72,2,0.02,0.51,0.21,3.7,Export
FR07302,Mango,10.86,269.12,0.59,0.68,0.38,0.22,0,0.85,0.62,0.38,4.04,Local
FR07303,Peach,8.55,131.79,0.36,0.0,0.4,0.82,0,0.28,0.04,0.09,6.49,Reject
FR07304,Peach,5.04,150.1,0.72,0.36,0.27,0.03,0,0.35,0.96,0.3,3.36,Reject
FR07305,Strawberry,3.57,17.8,0.31,0.91,0.33,0.44,1,0.45,0.55,0.29,20.05,Local
FR07306,Banana,18.86,134.15,0.45,0.69,0.86,0.63,0,0.04,0.82,0.18,14.06,Local
FR07307,Pomegranate,7.98,267.34,0.85,0.47,0.79,0.29,0,0.96,0.43,0.37,2.98,Local
FR07308,Strawberry,4.12,17.84,0.33,0.1,0.94,0.68,1,0.1,0.44,0.17,23.1,Reject
FR07309,Banana,18.14,72.76,0.75,0.25,0.7,0.87,1,0.97,0.17,0.37,24.94,Reject
FR07310,Banana,14.8,122.84,0.96,0.55,0.58,0.09,2,0.71,0.36,0.38,12.05,Local
FR07311,Grapes,2.29,3.98,0.42,0.9,0.26,0.51,0,0.94,0.18,0.32,57.68,Local
FR07312,Watermelon,25.22,4718.21,0.59,0.1,0.67,0.02,2,0.05,0.91,0.3,0.53,Reject
FR07313,Watermelon,27.86,4086.65,0.7,0.15,0.91,0.28,0,0.45,0.33,0.2,0.68,Reject
FR07314,Watermelon,26.29,4509.73,0.62,0.66,0.07,0.14,0,0.95,0.4,0.37,0.58,Local
FR07315,Pear,9.24,181.86,0.73,0.29,0.44,0.62,0,0.65,0.13,0.22,5.08,Reject
FR07316,Strawberry,3.39,21.43,0.58,0.17,0.15,0.25,1,0.55,0.99,0.41,15.84,Reject
FR07317,Banana,18.09,117.61,0.4,0.18,0.81,0.28,1,0.67,0.57,0.37,15.39,Reject
FR07318,Grapes,1.91,5.06,0.36,0.49,0.61,0.21,1,0.19,0.57,0.22,37.85,Local
FR07319,Peach,7.19,119.23,0.82,0.58,0.88,0.24,1,0.75,0.15,0.3,6.03,Local
FR07320,Pomegranate,8.62,235.68,0.47,0.9,0.06,0.23,1,0.28,0.68,0.27,3.66,Local
FR07321,Pomegranate,8.96,255.12,0.89,0.53,0.91,0.7,1,0.28,0.68,0.27,3.51,Local
FR07322,Peach,7.65,154.13,0.82,0.69,0.07,0.96,1,0.6,0.9,0.41,4.96,Local
FR07323,Mango,9.78,249.91,0.33,0.18,0.29,0.49,1,0.02,0.28,0.11,3.91,Reject
FR07324,Mango,11.84,243.43,0.44,0.71,0.16,0.6,2,0.05,0.87,0.29,4.87,Local
FR07325,Watermelon,22.82,4180.7,0.5,0.65,0.15,0.82,2,0.02,0.44,0.19,0.55,Local
FR07326,Strawberry,3.86,22.71,0.72,0.22,0.17,0.48,0,0.77,0.23,0.28,16.99,Reject
FR07327,Pear,8.78,200.69,0.87,0.67,0.48,0.3,3,0.03,0.66,0.29,4.37,Local
FR07328,Grapes,1.5,6.0,0.34,0.21,0.78,0.95,0,0.1,0.03,0.04,25.02,Reject
FR07329,Pomegranate,8.83,285.95,0.47,0.59,0.9,0.91,2,0.61,0.86,0.45,3.09,Local
FR07330,Watermelon,24.04,6046.78,0.56,0.67,0.57,0.22,0,0.47,0.07,0.16,0.4,Local
FR07331,Apple,6.98,195.39,0.43,0.69,0.16,0.7,1,0.37,0.4,0.24,3.57,Local
FR07332,Watermelon,26.19,5467.0,0.68,0.91,0.08,0.65,1,0.36,0.14,0.19,0.48,Export
FR07333,Apple,7.68,128.6,0.63,0.95,0.49,0.65,0,0.86,0.47,0.35,5.97,Local
FR07334,Orange,8.34,157.01,0.52,0.81,0.77,0.83,1,0.08,0.96,0.26,5.31,Local
FR07335,Banana,20.94,116.51,0.66,0.88,0.62,0.67,1,0.93,0.14,0.36,17.97,Local
FR07336,Peach,6.65,169.15,0.55,0.02,0.58,0.52,4,0.24,0.11,0.29,3.93,Reject
FR07337,Banana,22.13,120.17,0.54,0.36,0.05,0.85,2,0.49,0.2,0.29,18.42,Reject
FR07338,Watermelon,22.74,5607.9,0.49,0.04,0.41,0.26,3,0.96,0.94,0.62,0.41,Reject
FR07339,Banana,17.45,130.79,0.68,0.22,0.55,0.68,0,0.64,0.28,0.25,13.34,Reject
FR07340,Grapes,1.94,6.17,0.61,0.38,0.6,0.7,1,0.25,0.61,0.25,31.39,Reject
FR07341,Orange,6.87,160.81,0.44,0.87,0.0,0.87,2,0.98,0.29,0.45,4.27,Local
FR07342,Pear,8.47,172.4,0.31,0.51,0.2,1.0,0,0.81,0.72,0.39,4.91,Local
FR07343,Orange,7.13,166.62,0.41,0.65,0.95,0.56,0,0.31,0.63,0.22,4.28,Local
FR07344,Pomegranate,9.99,303.43,0.33,0.36,0.51,0.48,0,0.6,0.96,0.37,3.29,Reject
FR07345,Grapes,1.97,5.11,0.6,0.6,0.7,0.6,2,0.56,0.33,0.33,38.67,Local
FR07346,Banana,19.94,136.73,0.46,0.82,0.31,0.66,1,0.62,0.31,0.3,14.58,Local
FR07347,Pear,6.09,172.65,0.59,0.3,0.59,0.71,0,0.12,0.78,0.19,3.53,Reject
FR07348,Banana,17.52,132.05,0.53,0.93,0.36,0.28,3,0.65,0.16,0.38,13.26,Local
FR07349,Strawberry,3.47,22.16,0.68,0.21,0.3,0.49,0,0.21,0.73,0.21,15.67,Reject
FR07350,Strawberry,3.05,20.78,0.81,0.92,0.41,0.37,3,0.32,0.77,0.4,14.66,Local
FR07351,Mango,12.19,194.71,0.64,0.03,0.46,0.04,0,0.55,0.86,0.34,6.26,Reject
FR07352,Orange,9.76,176.79,0.34,0.54,0.33,0.61,1,0.21,0.69,0.25,5.52,Local
FR07353,Pear,9.0,157.63,0.31,0.99,0.26,0.87,0,0.89,0.17,0.3,5.71,Local
FR07354,Strawberry,3.43,20.25,0.45,0.61,0.62,0.92,0,0.42,0.34,0.19,16.92,Local
FR07355,Mango,11.58,306.27,0.6,0.55,0.38,0.52,1,0.17,0.06,0.11,3.78,Local
FR07356,Grapes,1.89,5.42,0.33,0.68,0.2,0.77,2,0.06,0.75,0.27,34.78,Local
FR07357,Pear,7.6,168.83,0.53,0.29,0.76,0.71,1,0.78,0.69,0.42,4.5,Reject
FR07358,Mango,11.5,275.92,0.92,0.05,0.72,0.23,1,0.83,0.51,0.4,4.17,Reject
FR07359,Peach,6.37,130.74,0.36,0.25,0.89,0.06,2,0.08,0.98,0.32,4.87,Reject
FR07360,Pear,10.58,211.37,0.96,0.18,0.56,0.75,1,0.54,0.32,0.28,5.0,Reject
FR07361,Watermelon,25.63,3322.52,0.9,0.92,0.28,0.28,2,0.65,0.89,0.47,0.77,Local
FR07362,Mango,14.31,249.25,0.88,0.85,0.86,0.55,2,0.91,0.18,0.41,5.74,Local
FR07363,Banana,17.32,110.6,0.9,0.32,0.28,0.52,0,0.05,0.96,0.21,15.66,Reject
FR07364,Watermelon,26.13,5289.94,0.36,0.84,0.66,0.82,0,0.35,0.29,0.16,0.49,Local
FR07365,Peach,7.8,120.55,0.41,0.21,0.19,0.64,2,0.12,0.81,0.3,6.47,Reject
FR07366,Strawberry,3.37,26.09,0.39,0.2,0.63,0.85,0,0.43,0.11,0.15,12.91,Reject
FR07367,Apple,8.22,155.86,0.38,0.77,0.84,0.75,1,0.37,0.41,0.24,5.27,Local
FR07368,Mango,9.76,268.97,0.53,0.33,0.54,1.0,1,0.6,0.97,0.42,3.63,Reject
FR07369,Grapes,2.25,5.66,0.88,0.06,0.47,0.86,0,0.68,0.31,0.26,39.74,Reject
FR07370,Mango,10.66,263.55,0.48,0.72,0.99,0.21,4,0.96,0.78,0.65,4.04,Reject
FR07371,Apple,9.6,185.7,0.47,0.99,0.02,0.96,2,0.16,0.48,0.25,5.17,Local
FR07372,Peach,6.34,86.53,0.77,0.57,0.33,0.34,2,0.8,0.61,0.46,7.33,Local
FR07373,Peach,7.25,156.77,0.37,0.26,0.92,0.61,0,0.85,0.6,0.37,4.62,Reject
FR07374,Watermelon,21.73,4993.41,0.55,0.37,0.64,0.94,2,0.57,0.57,0.38,0.44,Reject
FR07375,Pear,8.72,182.82,0.51,0.65,0.54,0.21,1,0.79,0.48,0.38,4.77,Local
FR07376,Grapes,1.87,5.97,0.89,0.7,0.64,0.86,1,0.35,0.19,0.19,31.32,Export
FR07377,Watermelon,25.44,4340.74,0.66,0.89,0.32,0.95,0,0.03,0.01,0.01,0.59,Export
FR07378,Grapes,2.22,4.05,0.75,0.91,0.07,0.85,2,0.15,0.68,0.28,54.79,Local
FR07379,Grapes,2.31,5.74,0.39,0.86,0.28,0.82,1,0.17,0.71,0.24,40.19,Local
FR07380,Apple,9.33,156.2,0.95,0.65,0.34,0.26,2,0.88,0.77,0.52,5.98,Local
FR07381,Watermelon,23.51,5063.02,0.53,0.45,0.48,0.41,1,0.96,0.93,0.52,0.46,Local
FR07382,Grapes,1.98,4.51,0.79,0.68,0.39,0.76,2,0.4,0.16,0.25,43.89,Local
FR07383,Pomegranate,8.4,264.61,0.97,0.67,0.52,0.12,1,0.66,0.89,0.42,3.18,Local
FR07384,Apple,6.88,176.27,0.66,0.22,0.2,0.89,2,0.3,0.24,0.24,3.9,Reject
FR07385,Peach,6.96,133.52,0.66,0.51,0.18,0.21,1,0.45,0.54,0.29,5.21,Local
FR07386,Apple,6.93,132.15,0.38,0.21,0.35,0.56,1,0.62,0.26,0.29,5.25,Reject
FR07387,Banana,22.18,108.71,0.57,0.9,0.47,0.11,0,0.86,0.14,0.28,20.4,Local
FR07388,Banana,19.32,122.93,0.9,0.32,0.34,0.19,2,0.43,0.05,0.24,15.72,Reject
FR07389,Grapes,1.5,6.34,0.39,0.81,0.58,0.59,2,0.7,0.34,0.38,23.64,Local
FR07390,Watermelon,27.05,4424.25,0.94,0.38,0.31,0.63,3,0.25,0.97,0.42,0.61,Reject
FR07391,Peach,6.98,115.87,0.77,0.76,0.18,0.27,3,0.33,0.47,0.34,6.02,Local
FR07392,Apple,9.75,138.22,0.59,0.22,0.86,0.12,1,0.22,0.04,0.12,7.06,Reject
FR07393,Watermelon,23.43,4452.83,0.68,0.76,0.2,0.55,0,0.87,0.67,0.39,0.53,Local
FR07394,Apple,8.08,192.89,0.41,0.18,0.97,0.84,2,0.12,0.2,0.18,4.19,Reject
FR07395,Apple,9.72,150.42,0.45,0.49,0.99,0.2,2,0.77,0.06,0.34,6.46,Local
FR07396,Pomegranate,9.41,283.44,0.5,0.11,0.7,0.69,1,0.63,0.79,0.4,3.32,Reject
FR07397,Banana,15.88,163.61,0.57,0.53,0.5,0.39,1,0.65,0.45,0.33,9.71,Local
FR07398,Apple,9.31,164.54,0.94,0.82,0.8,0.94,2,0.88,0.98,0.56,5.66,Reject
FR07399,Pomegranate,10.71,330.91,0.56,0.76,0.87,0.08,1,0.53,0.71,0.35,3.24,Local
FR07400,Banana,18.18,125.87,0.67,0.05,0.71,0.04,3,0.08,0.29,0.23,14.44,Reject
FR07401,Pomegranate,10.63,240.26,0.41,0.49,0.1,0.12,0,0.93,0.98,0.48,4.43,Local
FR07402,Watermelon,30.02,4831.17,0.82,0.85,0.0,0.78,2,0.34,0.87,0.38,0.62,Local
FR07403,Pear,10.65,179.86,0.69,0.65,0.19,0.92,1,0.03,0.32,0.12,5.92,Export
FR07404,Banana,18.73,119.38,0.61,0.06,0.19,0.82,0,0.53,0.29,0.22,15.69,Reject
FR07405,Strawberry,3.28,19.19,0.96,0.33,0.18,0.72,1,0.36,0.5,0.26,17.07,Reject
FR07406,Pear,10.49,117.52,0.92,0.56,0.51,0.06,1,0.91,0.54,0.43,8.93,Local
FR07407,Watermelon,21.28,4455.9,0.76,0.17,0.52,0.21,0,0.51,0.58,0.27,0.48,Reject
FR07408,Apple,6.96,196.24,0.95,0.68,0.72,0.94,0,0.05,0.22,0.06,3.55,Export
FR07409,Peach,8.06,152.43,0.7,0.63,0.2,0.62,3,0.24,0.05,0.23,5.29,Local
FR07410,Watermelon,23.09,6001.29,0.88,0.2,0.09,0.47,1,0.22,0.54,0.23,0.38,Reject
FR07411,Pomegranate,7.28,369.96,0.59,0.55,0.67,0.65,2,0.76,0.61,0.45,1.97,Local
FR07412,Pomegranate,8.26,268.99,0.36,0.81,0.48,0.18,0,0.07,0.96,0.21,3.07,Local
FR07413,Pomegranate,8.54,234.93,1.0,0.37,0.67,0.89,1,0.33,0.54,0.26,3.63,Reject
FR07414,Pomegranate,11.08,313.13,0.42,0.25,0.38,0.66,2,0.67,0.16,0.33,3.54,Reject
FR07415,Watermelon,28.65,4082.25,0.48,0.7,0.75,0.47,2,0.61,0.31,0.35,0.7,Local
FR07416,Peach,7.15,150.94,0.41,0.07,0.68,0.46,0,0.65,0.05,0.2,4.74,Reject
FR07417,Mango,11.36,206.49,0.54,0.83,0.65,0.82,1,0.56,0.02,0.22,5.5,Local
FR07418,Pomegranate,10.16,285.11,0.5,0.94,0.03,0.31,0,0.18,0.48,0.15,3.56,Local
FR07419,Mango,9.74,180.43,0.72,0.96,0.86,0.14,1,0.67,0.66,0.38,5.4,Local
FR07420,Peach,7.51,191.46,1.0,0.43,0.38,0.19,0,0.95,0.95,0.48,3.92,Local
FR07421,Peach,6.15,143.58,0.34,0.62,0.14,0.08,1,0.04,0.63,0.19,4.28,Local
FR07422,Pear,10.2,145.72,0.84,0.86,0.76,0.51,1,0.36,0.18,0.19,7.0,Export
FR07423,Banana,16.96,104.52,0.39,0.22,0.49,0.68,0,0.29,0.91,0.27,16.23,Reject
FR07424,Strawberry,3.91,23.98,0.31,0.03,0.03,0.93,0,0.15,0.88,0.22,16.32,Reject
FR07425,Grapes,2.04,4.37,0.75,0.38,0.78,0.75,1,0.26,0.41,0.21,46.65,Reject
FR07426,Strawberry,3.31,18.11,0.91,0.88,0.44,0.58,2,0.03,0.52,0.21,18.3,Export
FR07427,Watermelon,22.07,4923.47,0.42,0.51,0.75,0.86,0,0.64,0.5,0.29,0.45,Local
FR07428,Grapes,2.14,5.37,0.54,0.53,0.76,0.89,0,0.61,0.44,0.27,39.83,Local
FR07429,Peach,6.99,141.2,0.42,0.69,0.1,0.71,1,0.5,0.33,0.27,4.95,Local
FR07430,Strawberry,3.47,16.11,0.93,0.57,0.61,0.06,0,0.31,0.99,0.29,21.52,Local
FR07431,Orange,7.64,136.87,0.49,0.05,0.36,0.29,1,0.98,0.91,0.52,5.59,Reject
FR07432,Banana,15.09,126.67,0.61,0.56,0.55,0.34,0,0.62,0.33,0.25,11.91,Local
FR07433,Strawberry,3.24,20.68,0.93,0.65,0.09,1.0,0,0.89,0.61,0.39,15.68,Local
FR07434,Banana,19.83,102.9,0.69,0.64,0.59,0.46,1,0.31,0.09,0.16,19.27,Local
FR07435,Mango,11.12,182.11,0.95,0.73,0.78,0.76,2,0.76,0.75,0.48,6.11,Local
FR07436,Watermelon,29.6,3980.7,0.95,0.52,0.99,0.81,1,0.01,0.84,0.22,0.74,Local
FR07437,Banana,16.89,144.09,0.62,0.9,0.32,0.65,2,0.68,0.47,0.4,11.72,Local
FR07438,Mango,10.69,205.1,0.71,0.46,0.16,0.02,1,0.75,0.08,0.29,5.21,Local
FR07439,Pomegranate,9.77,309.0,0.46,0.52,0.37,0.02,1,0.27,0.58,0.25,3.16,Local
FR07440,Mango,10.16,230.32,0.99,0.78,0.02,0.82,1,1.0,0.05,0.36,4.41,Local
FR07441,Watermelon,23.69,4844.73,0.49,0.83,0.41,0.74,1,0.5,0.82,0.36,0.49,Local
FR07442,Pear,6.96,175.1,0.85,0.65,0.91,0.54,3,0.37,0.59,0.38,3.97,Local
FR07443,Pomegranate,10.93,242.37,0.52,0.13,0.19,0.25,3,0.18,0.87,0.38,4.51,Reject
FR07444,Peach,6.51,115.14,0.52,0.33,0.48,0.09,1,0.16,0.38,0.17,5.65,Reject
FR07445,Apple,8.59,188.88,0.37,0.02,0.57,0.16,3,0.21,0.25,0.26,4.55,Reject
FR07446,Mango,12.56,203.2,0.69,0.3,0.18,0.58,2,0.54,0.94,0.45,6.18,Reject
FR07447,Mango,11.66,303.77,0.47,0.57,0.33,0.55,2,0.54,0.9,0.44,3.84,Local
FR07448,Banana,19.1,128.61,0.4,0.81,0.91,0.94,2,0.53,0.07,0.27,14.85,Local
FR07449,Peach,6.6,144.62,0.46,0.59,0.3,0.96,0,0.86,0.86,0.43,4.57,Local
FR07450,Strawberry,4.02,20.98,0.48,0.04,0.64,0.58,1,0.0,0.93,0.24,19.15,Reject
FR07451,Orange,6.38,139.74,0.65,0.26,0.14,0.84,1,0.27,0.45,0.22,4.56,Reject
FR07452,Grapes,2.29,5.24,0.57,0.58,0.67,0.81,1,0.89,0.89,0.49,43.68,Local
FR07453,Mango,11.16,229.22,0.35,0.71,0.28,0.75,0,0.1,0.45,0.12,4.87,Local
FR07454,Strawberry,4.0,24.99,0.68,0.87,0.23,0.44,0,0.19,0.06,0.07,16.01,Local
FR07455,Orange,8.64,182.46,0.85,0.97,0.12,0.39,7,0.33,0.55,0.56,4.73,Reject
FR07456,Grapes,1.91,4.62,0.7,0.89,0.05,0.26,1,0.81,0.94,0.48,41.38,Local
FR07457,Apple,7.85,160.93,0.98,0.47,0.97,0.94,2,0.58,0.53,0.38,4.88,Local
FR07458,Banana,21.09,140.99,0.37,0.75,0.41,0.83,2,0.56,0.14,0.29,14.96,Local
FR07459,Strawberry,3.73,15.71,0.87,0.24,0.78,0.18,3,0.93,0.44,0.52,23.72,Reject
FR07460,Banana,14.35,124.33,0.65,0.06,0.92,0.25,1,0.49,0.11,0.22,11.55,Reject
FR07461,Grapes,2.21,4.94,0.67,0.06,0.2,0.58,1,0.95,0.59,0.45,44.76,Reject
FR07462,Pear,11.07,150.77,0.66,0.24,0.87,0.41,0,0.13,0.62,0.17,7.34,Reject
FR07463,Mango,9.4,225.09,0.53,0.04,0.71,0.21,1,0.4,0.66,0.3,4.18,Reject
FR07464,Pomegranate,8.24,302.1,0.53,0.85,0.58,0.79,1,0.82,0.05,0.31,2.73,Local
FR07465,Orange,7.12,115.17,0.74,0.49,0.81,0.0,2,0.15,0.85,0.31,6.18,Local
FR07466,Peach,7.75,103.04,0.33,0.81,0.11,0.34,1,0.18,0.92,0.29,7.52,Local
FR07467,Watermelon,21.79,3782.97,0.71,0.94,0.26,0.93,0,0.38,0.29,0.17,0.58,Export
FR07468,Mango,11.27,256.98,0.81,0.99,0.13,0.76,2,0.93,0.78,0.54,4.39,Local
FR07469,Pomegranate,11.07,318.38,0.55,0.94,0.9,0.4,3,0.18,0.48,0.3,3.48,Local
FR07470,Watermelon,29.32,5216.46,0.45,0.72,0.1,0.93,0,0.96,0.53,0.39,0.56,Local
FR07471,Strawberry,3.09,20.38,0.45,0.44,0.98,0.9,1,0.67,0.24,0.3,15.16,Local
FR07472,Watermelon,26.78,5527.86,0.36,0.6,0.11,0.05,4,0.47,0.89,0.52,0.48,Local
FR07473,Apple,7.55,171.73,0.36,0.82,0.66,0.13,0,0.02,0.96,0.2,4.39,Local
FR07474,Mango,9.77,210.88,0.42,0.9,0.66,0.39,0,0.52,0.65,0.29,4.63,Local
FR07475,Banana,15.59,120.44,0.31,0.96,0.93,0.93,0,0.42,0.15,0.16,12.94,Local
FR07476,Pear,7.73,168.53,0.49,0.73,0.32,0.84,0,0.79,0.53,0.34,4.59,Local
FR07477,Peach,7.76,118.39,0.51,0.54,0.33,0.05,0,0.56,0.3,0.23,6.55,Local
FR07478,Banana,16.91,121.29,1.0,0.97,0.85,0.51,0,0.97,0.45,0.38,13.94,Local
FR07479,Pomegranate,9.27,259.03,0.99,0.96,0.98,0.72,1,0.11,0.67,0.22,3.58,Export
FR07480,Mango,12.04,272.14,0.43,0.48,0.03,0.28,1,0.91,0.07,0.34,4.42,Local
FR07481,Pear,10.23,177.8,0.45,0.65,0.64,0.72,0,0.38,0.2,0.15,5.75,Local
FR07482,Watermelon,23.46,4488.03,0.64,0.81,0.24,0.37,0,0.51,0.75,0.3,0.52,Local
FR07483,Mango,11.41,235.86,0.4,0.43,0.73,0.27,1,0.85,0.04,0.31,4.84,Local
FR07484,Watermelon,23.29,4663.78,0.65,0.83,0.77,0.39,3,0.68,0.6,0.48,0.5,Local
FR07485,Strawberry,3.21,20.6,0.58,0.11,0.76,0.95,2,0.95,0.27,0.44,15.6,Reject
FR07486,Apple,6.64,167.27,0.53,0.48,0.44,0.91,2,0.98,0.9,0.58,3.97,Reject
FR07487,Grapes,2.16,4.56,0.88,0.48,0.16,0.91,3,0.64,0.83,0.51,47.38,Local
FR07488,Mango,13.54,250.66,0.88,0.68,0.58,0.92,2,0.56,0.92,0.45,5.4,Local
FR07489,Pomegranate,7.31,268.19,0.99,0.12,0.79,0.18,1,0.25,0.09,0.14,2.73,Reject
FR07490,Watermelon,25.19,5336.73,0.46,0.1,0.91,0.9,1,0.28,0.99,0.33,0.47,Reject
FR07491,Banana,17.44,101.79,0.92,0.9,0.45,0.21,1,0.25,0.14,0.15,17.14,Local
FR07492,Strawberry,3.04,18.04,0.68,0.3,0.25,0.84,0,0.78,0.87,0.41,16.85,Reject
FR07493,Pomegranate,8.4,232.33,0.71,0.33,0.12,0.54,0,0.62,0.38,0.26,3.61,Reject
FR07494,Peach,6.38,153.85,0.93,0.78,0.8,0.24,2,0.74,0.96,0.51,4.15,Local
FR07495,Grapes,2.4,5.57,0.96,0.41,0.54,0.4,1,0.82,0.0,0.3,43.04,Local
FR07496,Strawberry,4.05,22.92,0.81,0.83,0.67,0.43,3,0.89,0.69,0.56,17.66,Reject
FR07497,Apple,8.8,151.89,0.54,0.4,0.16,0.73,1,0.15,1.0,0.29,5.79,Local
FR07498,Grapes,2.03,4.68,0.64,0.76,0.01,0.61,2,0.88,0.69,0.5,43.42,Local
FR07499,Watermelon,24.34,5051.13,0.73,0.53,0.97,0.82,0,0.65,0.71,0.34,0.48,Local
FR07500,Pomegranate,9.77,297.78,0.88,0.94,0.81,0.4,2,0.92,0.67,0.51,3.28,Local
FR07501,Peach,6.86,141.17,0.76,0.33,0.4,0.74,0,0.93,0.98,0.47,4.86,Reject
FR07502,Orange,7.89,165.02,0.56,0.36,0.46,0.79,3,0.43,0.72,0.42,4.78,Reject
FR07503,Apple,6.54,134.14,0.59,0.97,0.93,0.06,0,0.71,0.5,0.31,4.88,Local
FR07504,Pear,10.2,178.36,0.34,0.74,0.21,0.38,1,0.83,0.25,0.35,5.72,Local
FR07505,Watermelon,23.73,4802.38,0.95,0.77,0.8,0.89,3,0.26,0.78,0.38,0.49,Local
FR07506,Orange,7.26,162.55,0.36,0.3,0.02,0.7,0,0.49,0.16,0.18,4.47,Reject
FR07507,Mango,9.54,250.93,0.71,0.53,0.88,0.42,1,0.26,0.06,0.14,3.8,Local
FR07508,Peach,7.21,148.32,0.91,0.31,0.59,0.18,2,0.09,0.76,0.28,4.86,Reject
FR07509,Banana,18.48,129.29,0.59,0.26,0.48,0.1,1,0.7,0.37,0.33,14.29,Reject
FR07510,Pear,8.38,154.57,0.86,0.54,0.71,0.23,0,0.57,0.21,0.21,5.42,Local
FR07511,Pomegranate,11.65,267.35,0.86,0.99,0.07,0.24,1,0.4,0.77,0.32,4.36,Local
FR07512,Peach,6.85,154.23,0.34,0.21,0.2,0.37,1,0.21,0.87,0.29,4.44,Reject
FR07513,Grapes,2.38,4.59,0.59,0.24,0.41,0.18,2,0.19,0.11,0.18,51.9,Reject
FR07514,Strawberry,3.08,16.27,0.78,0.24,0.62,0.15,3,0.28,0.41,0.32,18.93,Reject
FR07515,Grapes,2.38,4.22,0.6,0.79,0.14,0.84,2,0.98,0.02,0.4,56.43,Local
FR07516,Grapes,1.99,4.27,0.68,0.51,0.38,0.25,2,0.96,0.83,0.55,46.72,Reject
FR07517,Mango,9.09,239.04,0.72,0.38,0.26,0.56,1,0.84,0.01,0.31,3.8,Reject
FR07518,Apple,7.1,143.4,0.41,0.84,0.65,0.2,0,0.07,0.39,0.1,4.95,Local
FR07519,Banana,22.33,127.65,0.59,0.3,0.92,0.49,3,0.83,0.9,0.58,17.5,Reject
FR07520,Pear,10.01,202.27,0.32,0.39,0.17,0.28,1,0.76,0.58,0.39,4.95,Reject
FR07521,Apple,7.9,149.45,0.4,0.07,0.19,0.09,0,0.94,0.8,0.44,5.29,Reject
FR07522,Peach,7.21,143.54,0.66,0.12,0.6,0.98,1,0.47,0.13,0.22,5.02,Reject
FR07523,Grapes,1.86,5.1,0.7,0.14,0.45,0.46,0,0.51,0.11,0.18,36.56,Reject
FR07524,Mango,10.07,243.57,0.4,0.35,0.72,0.39,0,0.57,0.35,0.24,4.13,Reject
FR07525,Peach,6.72,113.35,0.83,0.52,0.29,0.2,1,0.55,0.67,0.35,5.93,Local
FR07526,Strawberry,2.51,17.18,0.56,0.0,0.54,0.5,3,0.31,0.16,0.28,14.62,Reject
FR07527,Banana,21.9,114.43,0.94,0.19,0.39,0.64,1,0.16,0.07,0.11,19.14,Reject
FR07528,Pear,9.84,122.64,0.57,0.18,0.28,0.3,2,0.71,0.98,0.51,8.02,Reject
FR07529,Strawberry,3.08,15.94,0.4,0.25,0.73,0.48,0,0.91,0.29,0.33,19.3,Reject
FR07530,Mango,10.73,340.82,0.83,0.17,0.8,0.24,5,0.67,0.62,0.57,3.15,Reject
FR07531,Banana,18.99,150.52,0.7,0.2,0.33,0.53,2,0.83,0.66,0.48,12.62,Reject
FR07532,Peach,6.79,168.66,0.57,0.98,0.62,0.79,1,0.52,0.04,0.21,4.02,Local
FR07533,Grapes,2.5,4.92,0.55,0.59,0.18,0.06,1,0.51,0.57,0.31,50.78,Local
FR07534,Grapes,1.87,4.01,0.41,0.76,0.79,0.52,2,0.99,0.2,0.44,46.63,Local
FR07535,Watermelon,24.07,5061.42,0.54,0.82,0.28,0.4,1,0.99,0.09,0.37,0.48,Local
FR07536,Grapes,2.49,4.03,0.32,0.67,0.17,0.07,1,0.61,0.4,0.31,61.74,Local
FR07537,Orange,7.55,109.18,0.65,0.7,0.94,0.94,1,0.37,0.79,0.32,6.92,Local
FR07538,Grapes,1.9,5.23,0.93,0.63,0.42,0.26,1,0.37,0.97,0.36,36.26,Local
FR07539,Orange,7.96,163.25,0.86,0.65,0.64,0.56,1,0.67,0.5,0.35,4.88,Local
FR07540,Pomegranate,9.43,304.38,0.32,0.93,0.81,0.37,1,0.22,0.89,0.29,3.1,Local
FR07541,Orange,7.54,126.42,0.92,0.19,0.69,0.27,2,0.98,0.95,0.58,5.97,Reject
FR07542,Banana,14.0,110.16,0.62,0.27,0.56,0.53,0,0.71,0.44,0.3,12.71,Reject
FR07543,Strawberry,3.44,23.76,0.43,0.09,0.37,0.69,2,0.16,0.15,0.18,14.49,Reject
FR07544,Banana,17.78,116.46,0.83,0.84,0.92,0.79,2,0.36,0.31,0.27,15.27,Local
FR07545,Strawberry,3.66,19.19,0.53,0.45,0.13,0.63,2,0.22,0.39,0.24,19.08,Local
FR07546,Watermelon,27.43,6484.5,0.48,0.91,0.88,0.53,2,0.09,0.45,0.22,0.42,Local
FR07547,Pomegranate,11.37,284.08,0.41,0.41,0.71,0.78,0,0.64,0.64,0.32,4.0,Local
FR07548,Strawberry,3.64,24.74,0.64,0.44,0.57,0.52,0,0.1,0.65,0.16,14.72,Local
FR07549,Strawberry,3.44,22.04,0.37,0.45,0.32,0.97,4,0.4,0.54,0.43,15.6,Local
FR07550,Mango,9.5,238.34,0.85,0.61,0.15,0.53,3,0.67,0.23,0.4,3.99,Local
